timestamp,x,y,yaw
1.75914e+09,1.35154,8.41698e-12,6.28378e-12
1.75914e+09,1.36434,8.49747e-12,6.27992e-12
1.75914e+09,1.37394,8.55811e-12,6.34491e-12
1.75914e+09,1.38354,8.61916e-12,6.37044e-12
1.75914e+09,1.39314,8.68043e-12,6.3921e-12
1.75914e+09,1.40594,8.76252e-12,6.4331e-12
1.75914e+09,1.41554,8.82444e-12,6.47024e-12
1.75914e+09,1.42514,8.88671e-12,6.50119e-12
1.75914e+09,1.43794,8.97012e-12,6.50892e-12
1.75914e+09,1.44754,9.03282e-12,6.5391e-12
1.75914e+09,1.45714,9.09579e-12,6.56308e-12
1.75914e+09,1.46674,9.15873e-12,6.56153e-12
1.75914e+09,1.47954,9.24277e-12,6.55457e-12
1.75914e+09,1.48914,9.30564e-12,6.54451e-12
1.75914e+09,1.49874,9.36834e-12,6.52208e-12
1.75914e+09,1.51154,9.45163e-12,6.49268e-12
1.75914e+09,1.52114,9.51386e-12,6.47488e-12
1.75914e+09,1.53074,9.57601e-12,6.47024e-12
1.75914e+09,1.54034,9.638e-12,6.47179e-12
1.75914e+09,1.55314,9.72067e-12,6.46869e-12
1.75914e+09,1.56274,9.78282e-12,6.47179e-12
1.75914e+09,1.57234,9.84495e-12,6.47952e-12
1.75914e+09,1.58514,9.92762e-12,6.4656e-12
1.75914e+09,1.59474,9.98982e-12,6.48881e-12
1.75914e+09,1.60434,1.00522e-11,6.51047e-12
1.75914e+09,1.6137,1.01131e-11,6.48881e-12
1.75914e+09,1.62595,1.01924e-11,6.44548e-12
1.75914e+09,1.63495,1.02503e-11,6.41144e-12
1.75914e+09,1.64395,1.03079e-11,6.3921e-12
1.75914e+09,1.65595,1.03846e-11,6.38823e-12
1.75914e+09,1.66474,1.04406e-11,6.35342e-12
1.75914e+09,1.67343,1.04956e-11,6.31937e-12
1.75914e+09,1.68181,1.05482e-11,6.24278e-12
1.75914e+09,1.69261,1.0615e-11,6.12518e-12
1.75914e+09,1.70048,1.06629e-11,6.04704e-12
1.75914e+09,1.70813,1.07088e-11,5.96271e-12
1.75914e+09,1.71807,1.07676e-11,5.86755e-12
1.75914e+09,1.7252,1.08092e-11,5.79173e-12
1.75914e+09,1.7321,1.08489e-11,5.71513e-12
1.75914e+09,1.73883,1.08871e-11,5.63777e-12
1.75914e+09,1.7475,1.09356e-11,5.54957e-12
1.75914e+09,1.7538,1.09704e-11,5.48845e-12
1.75914e+09,1.75986,1.10035e-11,5.43197e-12
1.75914e+09,1.76586,1.1036e-11,5.3987e-12
1.75914e+09,1.77386,1.10791e-11,5.38245e-12
1.75914e+09,1.77986,1.11113e-11,5.37008e-12
1.75914e+09,1.78586,1.11436e-11,5.36853e-12
1.75914e+09,1.79186,1.11758e-11,5.3693e-12
1.75914e+09,1.79986,1.12188e-11,5.38013e-12
1.75914e+09,1.80586,1.12511e-11,5.38942e-12
1.75914e+09,1.81186,1.12834e-11,5.39561e-12
1.75914e+09,1.81986,1.13267e-11,5.40644e-12
1.75914e+09,1.82586,1.13591e-11,5.42423e-12
1.75914e+09,1.83186,1.13917e-11,5.42346e-12
1.75914e+09,1.83786,1.14242e-11,5.42733e-12
1.75914e+09,1.84586,1.14677e-11,5.44357e-12
1.75914e+09,1.85186,1.15004e-11,5.45905e-12
1.75914e+09,1.85786,1.15332e-11,5.45286e-12
1.75914e+09,1.86586,1.15768e-11,5.43738e-12
1.75914e+09,1.87186,1.16095e-11,5.46137e-12
1.75914e+09,1.87786,1.16423e-11,5.45518e-12
1.75914e+09,1.88386,1.1675e-11,5.43584e-12
1.75914e+09,1.89186,1.17184e-11,5.4134e-12
1.75914e+09,1.89786,1.17508e-11,5.3871e-12
1.75914e+09,1.90386,1.17831e-11,5.37549e-12
1.75914e+09,1.90986,1.18153e-11,5.35305e-12
1.75914e+09,1.91786,1.1858e-11,5.3283e-12
1.75914e+09,1.92386,1.189e-11,5.31128e-12
1.75914e+09,1.92986,1.19218e-11,5.29503e-12
1.75914e+09,1.93786,1.1964e-11,5.26253e-12
1.75914e+09,1.94386,1.19955e-11,5.23391e-12
1.75914e+09,1.94986,1.20269e-11,5.22462e-12
1.75914e+09,1.95586,1.20582e-11,5.2076e-12
1.75914e+09,1.96386,1.20998e-11,5.19058e-12
1.75914e+09,1.96986,1.21309e-11,5.17356e-12
1.75914e+09,1.97586,1.2162e-11,5.18749e-12
1.75914e+09,1.98386,1.22035e-11,5.19445e-12
1.75914e+09,1.98986,1.22347e-11,5.20451e-12
1.75914e+09,1.99586,1.22659e-11,5.19832e-12
1.75914e+09,2.00186,1.22971e-11,5.21147e-12
1.75914e+09,2.00986,1.23389e-11,5.23623e-12
1.75914e+09,2.01586,1.23704e-11,5.25944e-12
1.75914e+09,2.02186,1.2402e-11,5.27646e-12
1.75914e+09,2.02986,1.24443e-11,5.30741e-12
1.75914e+09,2.03586,1.24763e-11,5.32288e-12
1.75914e+09,2.04186,1.25083e-11,5.3399e-12
1.75914e+09,2.04786,1.25404e-11,5.3724e-12
1.75914e+09,2.05386,1.25727e-11,5.38013e-12
1.75914e+09,2.06186,1.26159e-11,5.41417e-12
1.75914e+09,2.06786,1.26484e-11,5.42346e-12
1.75914e+09,2.07386,1.26809e-11,5.42191e-12
1.75914e+09,2.08186,1.27242e-11,5.39715e-12
1.75914e+09,2.08786,1.27565e-11,5.38478e-12
1.75914e+09,2.09386,1.27888e-11,5.36621e-12
1.75914e+09,2.09986,1.28209e-11,5.35847e-12
1.75914e+09,2.10786,1.28638e-11,5.35383e-12
1.75914e+09,2.11386,1.28959e-11,5.34145e-12
1.75914e+09,2.11986,1.29279e-11,5.32598e-12
1.75914e+09,2.12586,1.29598e-11,5.3136e-12
1.75914e+09,2.13386,1.30023e-11,5.29812e-12
1.75914e+09,2.13986,1.3034e-11,5.28729e-12
1.75914e+09,2.14586,1.30657e-11,5.26563e-12
1.75914e+09,2.15386,1.31078e-11,5.26099e-12
1.75914e+09,2.15986,1.31394e-11,5.24861e-12
1.75914e+09,2.16266,1.31541e-11,5.18826e-12
1.75914e+09,2.16266,1.31541e-11,5.18052e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
1.75914e+09,2.16266,1.31541e-11,5.17743e-12
