timestamp,x,y,yaw
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,8.78403e-09,2.68087e-20,6.10397e-12
1.75914e+09,7.00088e-05,4.27532e-16,6.10757e-12
1.75914e+09,0.000370009,2.25979e-15,6.10741e-12
1.75914e+09,0.000845009,5.16215e-15,6.11173e-12
1.75914e+09,0.00164501,1.00515e-14,6.11135e-12
1.75914e+09,0.00224501,1.3718e-14,6.11081e-12
1.75914e+09,0.00284501,1.73845e-14,6.11123e-12
1.75914e+09,0.00344501,2.10514e-14,6.11142e-12
1.75914e+09,0.00424501,2.59407e-14,6.11185e-12
1.75914e+09,0.00511001,3.12306e-14,6.11906e-12
1.75914e+09,0.00659001,4.02924e-14,6.12467e-12
1.75914e+09,0.00950001,5.81334e-14,6.13842e-12
1.75914e+09,0.0124,7.59448e-14,6.14774e-12
1.75914e+09,0.01591,9.75375e-14,6.15659e-12
1.75914e+09,0.02002,1.22854e-13,6.16518e-12
1.75914e+09,0.02644,1.62451e-13,6.16829e-12
1.75914e+09,0.03154,1.93889e-13,6.15506e-12
1.75914e+09,0.03688,2.26745e-13,6.14503e-12
1.75914e+09,0.044225,2.71853e-13,6.1357e-12
1.75914e+09,0.049925,3.06814e-13,6.12405e-12
1.75914e+09,0.055875,3.43256e-13,6.11793e-12
1.75914e+09,0.06193,3.80279e-13,6.11994e-12
1.75914e+09,0.07033,4.31636e-13,6.10434e-12
1.75914e+09,0.07689,4.71672e-13,6.10062e-12
1.75914e+09,0.083555,5.12302e-13,6.09341e-12
1.75914e+09,0.092755,5.68356e-13,6.09259e-12
1.75914e+09,0.09993,6.1205e-13,6.08829e-12
1.75914e+09,0.10721,6.56338e-13,6.08379e-12
1.75914e+09,0.11471,7.01941e-13,6.08118e-12
1.75914e+09,0.124995,7.64419e-13,6.0747e-12
1.75914e+09,0.132885,8.12365e-13,6.08756e-12
1.75914e+09,0.140985,8.61726e-13,6.09791e-12
1.75914e+09,0.14928,9.12416e-13,6.12286e-12
1.75914e+09,0.16058,9.81805e-13,6.16009e-12
1.75914e+09,0.16928,1.0355e-12,6.18775e-12
1.75914e+09,0.17819,1.09083e-12,6.22392e-12
1.75914e+09,0.19031,1.16643e-12,6.25951e-12
1.75914e+09,0.19961,1.22465e-12,6.26522e-12
1.75914e+09,0.209135,1.28444e-12,6.27856e-12
1.75914e+09,0.218735,1.34476e-12,6.28282e-12
1.75914e+09,0.231535,1.42496e-12,6.26057e-12
1.75914e+09,0.241135,1.48505e-12,6.25419e-12
1.75914e+09,0.250735,1.545e-12,6.23137e-12
1.75914e+09,0.263535,1.62456e-12,6.19675e-12
1.75914e+09,0.273135,1.68393e-12,6.17218e-12
1.75914e+09,0.282735,1.74307e-12,6.14375e-12
1.75914e+09,0.292335,1.80195e-12,6.12305e-12
1.75914e+09,0.305135,1.88018e-12,6.1041e-12
1.75914e+09,0.314735,1.93873e-12,6.09423e-12
1.75914e+09,0.324335,1.99723e-12,6.09288e-12
1.75914e+09,0.333935,2.05575e-12,6.10023e-12
1.75914e+09,0.346735,2.13398e-12,6.12363e-12
1.75914e+09,0.356335,2.19281e-12,6.13543e-12
1.75914e+09,0.365935,2.25184e-12,6.16116e-12
1.75914e+09,0.378735,2.3309e-12,6.1952e-12
1.75914e+09,0.388335,2.39048e-12,6.21609e-12
1.75914e+09,0.397935,2.45024e-12,6.23446e-12
1.75914e+09,0.407535,2.51018e-12,6.24936e-12
1.75914e+09,0.420335,2.59022e-12,6.25671e-12
1.75914e+09,0.429935,2.65026e-12,6.25187e-12
1.75914e+09,0.439535,2.71026e-12,6.25361e-12
1.75914e+09,0.452335,2.79024e-12,6.23369e-12
1.75914e+09,0.461935,2.84989e-12,6.19694e-12
1.75914e+09,0.471535,2.90926e-12,6.17373e-12
1.75914e+09,0.481135,2.96841e-12,6.15574e-12
1.75914e+09,0.493935,3.04693e-12,6.11048e-12
1.75914e+09,0.503535,3.10562e-12,6.10816e-12
1.75914e+09,0.513135,3.16428e-12,6.11474e-12
1.75914e+09,0.525935,3.24265e-12,6.12054e-12
1.75914e+09,0.535535,3.30155e-12,6.15071e-12
1.75914e+09,0.545135,3.36089e-12,6.18243e-12
1.75914e+09,0.554735,3.4204e-12,6.21183e-12
1.75914e+09,0.567535,3.50016e-12,6.25168e-12
1.75914e+09,0.577135,3.56028e-12,6.27295e-12
1.75914e+09,0.586735,3.62059e-12,6.2981e-12
1.75914e+09,0.599535,3.70135e-12,6.3217e-12
1.75914e+09,0.609135,3.76205e-12,6.33794e-12
1.75914e+09,0.618735,3.82294e-12,6.35883e-12
1.75914e+09,0.628335,3.8839e-12,6.34104e-12
1.75914e+09,0.641135,3.96507e-12,6.33756e-12
1.75914e+09,0.650735,4.02577e-12,6.30661e-12
1.75914e+09,0.660335,4.08633e-12,6.29384e-12
1.75914e+09,0.673135,4.16662e-12,6.25748e-12
1.75914e+09,0.682735,4.22654e-12,6.23272e-12
1.75914e+09,0.692335,4.2863e-12,6.21531e-12
1.75914e+09,0.701935,4.34591e-12,6.19249e-12
1.75914e+09,0.714735,4.42465e-12,6.13447e-12
1.75914e+09,0.724335,4.48348e-12,6.11667e-12
1.75914e+09,0.733935,4.54219e-12,6.11783e-12
1.75914e+09,0.743535,4.60107e-12,6.13872e-12
1.75914e+09,0.756335,4.67975e-12,6.17122e-12
1.75914e+09,0.765935,4.73896e-12,6.18321e-12
1.75914e+09,0.775535,4.7985e-12,6.21531e-12
1.75914e+09,0.785135,4.85826e-12,6.23659e-12
1.75914e+09,0.797935,4.9383e-12,6.27334e-12
1.75914e+09,0.807535,4.99866e-12,6.29616e-12
1.75914e+09,0.817135,5.05903e-12,6.2745e-12
1.75914e+09,0.829935,5.13951e-12,6.28456e-12
1.75914e+09,0.839535,5.19986e-12,6.2776e-12
1.75914e+09,0.849135,5.26015e-12,6.27373e-12
1.75914e+09,0.858735,5.32039e-12,6.27295e-12
1.75914e+09,0.871535,5.40064e-12,6.24704e-12
1.75914e+09,0.881135,5.46046e-12,6.21841e-12
1.75914e+09,0.890735,5.52001e-12,6.19365e-12
1.75914e+09,0.900335,5.57941e-12,6.18398e-12
1.75914e+09,0.913135,5.65815e-12,6.13601e-12
1.75914e+09,0.922735,5.71704e-12,6.13253e-12
1.75914e+09,0.932335,5.77593e-12,6.13601e-12
1.75914e+09,0.945135,5.8545e-12,6.13485e-12
1.75914e+09,0.954735,5.91336e-12,6.12557e-12
1.75914e+09,0.964335,5.97223e-12,6.12828e-12
1.75914e+09,0.973935,6.03114e-12,6.15652e-12
1.75914e+09,0.986735,6.11023e-12,6.19327e-12
1.75914e+09,0.996335,6.16982e-12,6.22189e-12
1.75914e+09,1.00594,6.2297e-12,6.25748e-12
1.75914e+09,1.01874,6.31008e-12,6.32015e-12
1.75914e+09,1.02834,6.37092e-12,6.33485e-12
1.75914e+09,1.03794,6.43176e-12,6.33407e-12
1.75914e+09,1.04754,6.49264e-12,6.35806e-12
1.75914e+09,1.06034,6.57402e-12,6.35419e-12
1.75914e+09,1.06994,6.63494e-12,6.34258e-12
1.75914e+09,1.07954,6.69566e-12,6.31551e-12
1.75914e+09,1.09234,6.77627e-12,6.28224e-12
1.75914e+09,1.10194,6.83643e-12,6.24974e-12
1.75914e+09,1.11154,6.89631e-12,6.21957e-12
1.75914e+09,1.12114,6.95594e-12,6.2041e-12
1.75914e+09,1.13394,7.0357e-12,6.2335e-12
1.75914e+09,1.14354,7.09565e-12,6.2451e-12
1.75914e+09,1.15314,7.15539e-12,6.22421e-12
1.75914e+09,1.16594,7.23519e-12,6.24123e-12
1.75914e+09,1.17554,7.29511e-12,6.26212e-12
1.75914e+09,1.18514,7.35535e-12,6.28301e-12
1.75914e+09,1.19474,7.41581e-12,6.31086e-12
1.75914e+09,1.20754,7.49684e-12,6.34955e-12
1.75914e+09,1.21714,7.55786e-12,6.37353e-12
1.75914e+09,1.22674,7.61918e-12,6.40293e-12
1.75914e+09,1.23634,7.68081e-12,6.41995e-12
1.75914e+09,1.24914,7.76326e-12,6.46405e-12
1.75914e+09,1.25874,7.82525e-12,6.46018e-12
1.75914e+09,1.26834,7.8872e-12,6.44471e-12
1.75914e+09,1.27794,7.94913e-12,6.45167e-12
1.75914e+09,1.29074,8.03151e-12,6.42073e-12
1.75914e+09,1.30034,8.09302e-12,6.39287e-12
1.75914e+09,1.30994,8.15425e-12,6.36734e-12
1.75914e+09,1.31954,8.21524e-12,6.33872e-12
1.75914e+09,1.33234,8.29606e-12,6.31473e-12
1.75914e+09,1.34194,8.35654e-12,6.2923e-12
